▁we ▁can ' t ▁lose ▁hope .	▁kit a ▁tid ak ▁b isa ▁ke h il ang an ▁har apan .
▁the ▁first ▁step ▁is ▁very ▁difficult .	▁l ang ka h ▁per t ama ▁sang at ▁su l it .
▁every ▁day ▁is ▁a ▁gift .	▁set i ap ▁ha ri ▁ad al a h ▁had ia h .
▁which ▁subject ▁do ▁you ▁like ▁the ▁most ?	▁p ela j ar an ▁man a ▁y ang ▁p al ing ▁k am u ▁su k ai ?
▁this ▁is ▁the ▁same ▁wallet ▁as ▁i ▁lost ▁a ▁week ▁ago .	▁in i ▁do mp et ▁say a ▁y ang ▁h il ang ▁ming g u ▁l al u .
▁you ' re ▁a ▁good ▁cook .	▁k am u ▁ko k i ▁y ang ▁ter amp il .
▁land ▁prices ▁are ▁very ▁high ▁in ▁japan .	▁har g a ▁t an a h ▁di ▁j ep ang ▁ma ha l ▁se k al i .
▁this ▁is ▁absolutely ▁ridiculous .	▁in i ▁ben ar - b en ar ▁k ony ol .
▁i ▁love ▁this ▁song .	▁a k u ▁sang at ▁su ka ▁l ag u ▁in i .
▁i ▁nodded ▁to ▁show ▁that ▁i ▁agreed .	▁say a ▁men g ang g uk ▁unt uk ▁men un j uk k an ▁ba h w a ▁say a ▁set u j u .
▁when ▁did ▁you ▁start ?	▁k apan ▁k am u ▁m ul ai ?
▁my ▁grandfather ▁has ▁snowy ▁white ▁hair .	▁k ake k ▁say a ▁me m ili k i ▁r am b ut ▁put i h ▁se p ert i ▁sal j u .
▁the ▁water ' s ▁cold .	▁air n ya ▁d ing in .
▁that ▁was ▁interesting , ▁wasn ' t ▁it ?	▁it u ▁t ad i ▁men ar ik , ▁y a ?
▁it ▁rained ▁hard ▁yesterday .	▁ke mar in ▁h u j an ▁d eras .
▁he ▁has ▁no ▁girlfriend .	▁di a ▁tid ak ▁pun ya ▁pac ar .
▁i ' ve ▁never ▁been ▁to ▁europe .	▁a k u ▁bel um ▁per na h ▁per g i ▁ke ▁er op a .
▁i ' ll ▁do ▁my ▁best ▁not ▁to ▁disturb ▁your ▁studying .	▁k ul ak uk an ▁y ang ▁ter b ai k ▁ag ar ▁tid ak ▁men gg ang g um u ▁bel a j ar .
▁tom ▁disappointed ▁me .	▁tom ▁men ge ce w ak ank u .
▁the ▁least ▁talented ▁player ▁will ▁be ▁kicked ▁off ▁the ▁team .	▁pe m ain ▁y ang ▁p al ing ▁tid ak ▁b er b ak at ▁a k an ▁di ke l u ark an ▁d ar i ▁tim .
▁we ▁are ▁about ▁to ▁leave ▁here .	▁k ami ▁bar u ▁sa j a ▁a k an ▁per g i ▁mening g al k an ▁temp at ▁in i .
▁tom ' s ▁hands ▁are ▁large .	▁t ang an ▁tom ▁bes ar .
▁i ▁have ▁but ▁one ▁wish .	▁a k u ▁han ya ▁pun ya ▁sat u ▁perm in ta an .
▁tom ▁picked ▁up ▁the ▁phone ▁and ▁dialed .	▁tom ▁men g ang k at ▁tele p on n ya ▁dan ▁me l ak uk an ▁p ang g il an .
▁stop ▁dreaming .	▁b er hent il a h ▁b erm imp i .
▁tom ▁isn ' t ▁used ▁to ▁city ▁life .	▁tom ▁tid ak ▁ter bi asa ▁den gan ▁ke h id up an ▁k ot a .
▁tom ▁said ▁that ▁he ▁wanted ▁to ▁play ▁poker ▁with ▁us .	▁tom ▁b erk ata ▁ba h w a ▁di a ▁in g in ▁b erm ain ▁poker ▁den gan ▁kit a .
▁i ▁rarely ▁read ▁magazines .	▁say a ▁jar ang ▁me mb ac a ▁ma j al a h .
▁tom ▁is ▁the ▁best ▁father ▁i ▁know .	▁tom ▁ad al a h ▁a ya h ▁ter b ai k ▁y ang ▁a k u ▁ken al .
▁where ▁can ▁i ▁find ▁a ▁hospital ?	▁di ▁man a ▁say a ▁b isa ▁men em uk an ▁r um a h ▁sa k it ?
▁tom ▁certainly ▁isn ' t ▁the ▁genius ▁he ▁thinks ▁he ▁is .	▁tom ▁tid ak l a h ▁se j en ius ▁y ang ▁di a ▁p ik ir k an .
▁he ▁isn ' t ▁here , ▁is ▁he ?	▁di a ▁tid ak ▁ad a ▁di ▁s in i , ▁k an ?
▁i ▁know ▁you ▁won ' t ▁do ▁it .	▁a k u ▁ta h u ▁k am u ▁tid ak ▁a k an ▁me l ak uk an n ya .
▁what ▁do ▁you ▁think ▁of ▁reggae ?	▁ap a ▁pend ap at ▁and a ▁tent ang ▁reggae ?
▁thanks ▁so ▁much .	▁ter ima ▁k as i h ▁ban y ak .
▁is ▁there ▁much ▁food ▁in ▁the ▁refrigerator ?	▁ap aka h ▁ad a ▁ban y ak ▁m ak an an ▁di ▁d al am ▁k ul k as ?
▁nobody ▁asked ▁me ▁to ▁stay .	▁tid ak ▁ad a ▁sat up un ▁y ang ▁me min t ak u ▁unt uk ▁t ing g al .
▁it ▁was ▁a ▁hoax .	▁it u ▁c er ita ▁bo h ong .
▁tom ▁was ▁eating .	▁tom ▁s ed ang ▁m ak an ▁t ad i .
▁eat ▁something .	▁m ak an l a h ▁s es u at u .
▁there ' s ▁not ▁enough ▁room ▁here .	▁tid ak ▁ad a ▁cu k up ▁r u ang ▁di ▁s in i .
▁i ▁screamed .	▁a k u ▁b er ter ia k .
▁we ' ve ▁done ▁what ▁we ▁could .	▁k ami ▁te l a h ▁me l ak uk an ▁y ang ▁k ami ▁b isa .
▁you ▁hurt ▁him .	▁k am u ▁men y ak it in ya .
▁he ▁is ▁no ▁better ▁than ▁a ▁beggar .	▁di a ▁tid ak ▁le bi h ▁baik ▁d ar ip ad a ▁se or ang ▁pen ge m is .
▁this ▁is ▁my ▁favorite ▁park .	▁in i ▁t am an ▁k es uk a ank u .
▁" good ▁morning ," ▁said ▁tom ▁with ▁a ▁smile .	▁" sel am at ▁p ag i ," ▁k ata ▁tom ▁s am b il ▁t ers en y um .
▁he ▁plays ▁tennis ▁every ▁day .	▁di a ▁b erm ain ▁ten is ▁set i ap ▁ha ri .
▁i ▁don ' t ▁think ▁you ▁understand .	▁a k u ▁p ik ir ▁k am u ▁tid ak ▁men g ert i .
▁i ▁don ' t ▁see ▁a ▁thing .	▁a k u ▁tid ak ▁me l i hat ▁ap a - ap a .
▁tom ▁myster iously ▁disappeared .	▁tom ▁men gh il ang ▁sec ar a ▁m ister ius .
▁wait ▁until ▁tomorrow ▁morning .	▁tun gg u ▁s amp ai ▁bes o k ▁p ag i !
▁she ▁wanted ▁to ▁help ▁her ▁friends .	▁di a ▁in g in ▁me mb ant u ▁te man - t em an n ya .
▁tom ▁practiced ▁every ▁day ▁at ▁home .	▁tom ▁b erl at i h ▁set i ap ▁ha ri ▁di ▁r um a h .
▁i ' m ▁glad ▁to ▁see ▁you ▁again .	▁sen ang ▁b ert em u ▁den gan m u ▁l ag i .
▁this ▁fish ▁is ▁big .	▁i k an ▁in i ▁bes ar .
▁he ▁used ▁to ▁eat ▁out ▁every ▁day , ▁but ▁now ▁he ▁can ' t ▁afford ▁it .	▁di a ▁bi as any a ▁m ak an ▁di ▁l u ar ▁set i ap ▁ha ri , ▁tap i ▁se k ar ang ▁di a ▁tid ak ▁b isa .
▁let ▁tom ▁in .	▁i j ink an ▁tom ▁m as uk .
▁the ▁meeting ▁was ▁held ▁here .	▁rap at ▁it u ▁di ad ak an ▁di ▁s in i .
▁mary ▁is ▁my ▁older ▁brother ' s ▁wife .	▁mary ▁ad al a h ▁is t ri ▁k ak ak k u .
▁i ▁had ▁to ▁finish ▁the ▁job ▁by ▁the ▁stated ▁date .	▁a k u ▁har us ▁men y el es ai k an ▁pe ker j a an ▁it u ▁p ad a ▁t ang g al ▁y ang ▁d it ent uk an .
▁george ▁washington ▁was ▁born ▁in ▁1732.	▁george ▁washington ▁la h ir ▁p ad a ▁ta h un ▁1732.
▁where ▁were ▁they ?	▁di ▁man aka h ▁mere ka ?
▁where ▁are ▁your ▁boots ?	▁di ▁man a ▁se p at um u ?
▁berlin ▁is ▁the ▁largest ▁city ▁in ▁germany .	▁berlin ▁ad al a h ▁k ot a ▁ter bes ar ▁di ▁j er man .
▁i ▁saw ▁tom ▁and ▁mary ▁in ▁the ▁park ▁this ▁morning .	▁say a ▁me l i hat ▁tom ▁dan ▁mary ▁di ▁t am an ▁t ad i ▁p ag i .
▁the ▁sun ▁is ▁going ▁down .	▁mat a har in ya ▁m ul ai ▁ter b en am .
▁the ▁house ▁was ▁unlocked .	▁r um a hn ya ▁tid ak ▁ter k unci .
▁tom ▁needed ▁to ▁store ▁his ▁stuff ▁somewhere , ▁so ▁i ▁told ▁him ▁he ▁could ▁put ▁it ▁in ▁our ▁garage .	▁tom ▁per l u ▁men ar u h ▁bar ang n ya ▁di ▁su at u ▁temp at , ▁j ad i ▁say a ▁men y ur u hn ya ▁unt uk ▁men ar u h ▁bar ang n ya ▁di ▁gar as i ▁kit a .
▁tom ▁shot ▁mary ▁with ▁a ▁rifle .	▁tom ▁men em b ak ▁mary ▁den gan ▁sen apan .
▁this ▁house ▁was ▁built ▁in ▁1870.	▁r um a h ▁in i ▁di b ang un ▁p ad a ▁ta h un ▁1870.
▁they ▁lied .	▁mere ka ▁b er bo h ong .
▁when ▁are ▁you ▁going ▁home ?	▁k apan ▁k am u ▁p ul ang ▁ke ▁r um a h ?
▁are ▁you ▁certain ?	▁ap a ▁k a u ▁y ak in ?
▁that ' s ▁my ▁line .	▁har us n ya ▁a k u ▁y ang ▁b il ang ▁beg it u .
▁don ' t ▁sit ▁there . ▁that ' s ▁tom ' s ▁chair .	▁j ang an ▁d u du k ▁di ▁situ . ▁it u ▁temp at ▁d u du k ▁tom .
▁if ▁tom ▁wants ▁to ▁go , ▁let ▁him .	▁j ik a ▁tom ▁in g in ▁per g i , ▁bi ark an ▁di a .
▁turn ▁off ▁the ▁television . ▁i ▁can ' t ▁concentrate .	▁mat ik an ▁tele v is in ya . ▁a k u ▁tid ak ▁b isa ▁b erk ons entr as i .
▁stand ▁up !	▁b er d i ri !
▁let ▁me ▁try .	▁bi ar ▁say a ▁co ba .
▁we ▁finished ▁the ▁work .	▁k ami ▁men y el es ai k an ▁pe ker j a an n ya .
▁he ▁has ▁an ▁uncont rollable ▁temper .	▁di a ▁pun ya ▁temper amen ▁y ang ▁tid ak ▁ter k ont ro l .
▁will ▁you ▁stay ▁here ▁for ▁a ▁while ?	▁ma uk a h ▁k al ian ▁t ing g al ▁di ▁s in i ▁se ment ar a ?
▁i ▁was ▁just ▁joking .	▁a k u ▁c um a ▁b erc and a .
▁i ' ll ▁write ▁tom ▁a ▁letter .	▁say a ▁a k an ▁men g ir im ▁tom ▁se bu a h ▁sur at .
▁where ▁do ▁you ▁sleep ?	▁di ▁man a ▁and a ▁tid ur ?
▁we ' re ▁trying .	▁k ami ▁s ed ang ▁men co ba .
▁you ▁can ▁rely ▁on ▁her .	▁k a u ▁b isa ▁men g and al k an n ya .
▁you ▁shouldn ' t ▁be ▁in ▁here .	▁k am u ▁se har us n ya ▁tid ak ▁b er ad a ▁di ▁s in i .
▁have ▁you ▁met ▁her ▁before ?	▁ap aka h ▁k a u ▁per na h ▁b ert em u ▁den gan n ya ▁se bel um n ya ?
▁merry ▁christmas !	▁se l am at ▁nat al !
▁tom ▁didn ' t ▁tell ▁me ▁the ▁reason ▁why ▁he ▁was ▁late .	▁tom ▁tid ak ▁member ita h u ▁say a ▁al as an ▁men g ap a ▁di a ▁ter l am b at .
▁tom ▁was ▁lucky .	▁tom ▁b er unt ung .
▁we ▁don ' t ▁drink ▁milk .	▁k ami ▁tid ak ▁min um ▁sus u .
▁tom ▁suddenly ▁got ▁very ▁scared .	▁t ib a - t ib a ▁tom ▁men j ad i ▁sang at ▁k et ak utan .
▁why ▁did ▁you ▁stop ?	▁ken ap a ▁k a u ▁b er hent i ?
▁he ▁fits ▁the ▁description ▁in ▁the ▁newspaper .	▁di a ▁co co k ▁den gan ▁ap a ▁y ang ▁t ert ul is ▁di ▁k or an .
▁tom ▁lied ▁to ▁protect ▁his ▁family .	▁tom ▁b er bo h ong ▁unt uk ▁me l ind ung i ▁ke l u ar g any a .
▁tom ▁apologized .	▁tom ▁me min ta ▁ma af .
▁i ▁doubt ▁that ▁tom ▁will ▁be ▁in .	▁say a ▁r ag u ▁tom ▁a k an ▁had ir .
▁this ▁is ▁the ▁canadian ▁flag .	▁in i ▁bend era ▁k an ad a .
▁where ' re ▁you ▁going ?	▁k am u ▁ma u ▁ke ▁man a ?
▁are ▁you ▁happy ▁right ▁now ?	▁ap aka h ▁k am u ▁ba ha gia ▁sa at ▁in i ?
▁he ▁wore ▁old ▁shoes .	▁di a ▁men gen ak an ▁se p at u ▁t u a .
▁we ' re ▁trapped .	▁kit a ▁ter je b ak .
▁things ▁have ▁changed .	▁s es u at u ▁te l a h ▁b er ub a h .
▁he ▁has ▁one ▁dog ▁and ▁six ▁cats .	▁di a ▁pun ya ▁seek or ▁an j ing ▁dan ▁en am ▁e k or ▁k uc ing .
▁i ▁lived ▁here ▁for ▁three ▁years .	▁say a ▁t ing g al ▁di ▁s in i ▁se l ama ▁tig a ▁ta h un .
▁i ▁don ' t ▁know ▁his ▁name .	▁a k u ▁tid ak ▁ta h u ▁n am any a .
▁we ▁fell ▁in ▁love .	▁k ami ▁j at u h ▁c in ta .
▁he ' s ▁under ▁the ▁chair .	▁di a ▁ad a ▁di ▁b awa h ▁k urs i .
▁my ▁father ▁visited ▁my ▁uncle ▁in ▁the ▁hospital .	▁a ya h ▁men j eng uk ▁p am an ▁di ▁r um a h ▁sa k it .
▁i ▁felt ▁like ▁smiling .	▁a k u ▁m er asa ▁in g in ▁t ers en y um .
▁you ▁should ▁see ▁a ▁doctor .	▁k a u ▁har us ▁per g i ▁ke ▁do k ter .
▁it ' s ▁getting ▁worse ▁and ▁worse .	▁se m ak in ▁bur uk
▁i ' m ▁not ▁leaving .	▁a k u ▁tid ak ▁a k an ▁per g i .
▁does ▁she ▁know ▁you ?	▁ap a ▁di a ▁men gen alm u ?
▁tom ▁lives ▁near ▁the ▁airport .	▁tom ▁t ing g al ▁di ▁de k at ▁band ar a .
▁bless ▁you .	▁ter ber k at il a h ▁d ir im u .
▁i ▁didn ' t ▁order ▁fish .	▁a k u ▁tid ak ▁me m es an ▁i k an .
▁i ' m ▁a ▁lousy ▁swimmer .	▁a k u ▁pe ren ang ▁y ang ▁pay a h .
▁you ▁lied ▁to ▁me , ▁didn ' t ▁you ?	▁k a u ▁b er bo h ong , ▁k an ?
▁tom ▁doesn ' t ▁like ▁beef .	▁tom ▁tid ak ▁su ka ▁d aging ▁sa p i .
▁i ▁have ▁nothing ▁better ▁to ▁do .	▁tid ak ▁ad a ▁ha l ▁l ain ▁y ang ▁b isa ▁k ul ak uk an .
▁there ▁were ▁no ▁roses ▁in ▁the ▁garden .	▁tid ak ▁ad a ▁b ung a ▁ma w ar ▁di ▁t am an .
▁tom ▁died ▁in ▁october .	▁tom ▁mening g al ▁p ad a ▁b ul an ▁ok t ober .
▁do ▁you ▁have ▁an ▁english ▁dictionary ?	▁ap a ▁k a u ▁me m ili k i ▁se bu a h ▁k am us ▁ba ha s a ▁in gg r is ?
▁fill ▁the ▁bucket ▁with ▁water .	▁is i ▁em ber n ya ▁den gan ▁air .
▁tom ▁is ▁going ▁to ▁sue ▁mary .	▁tom ▁a k an ▁men unt ut ▁mary .
▁tom ▁resumed ▁speaking .	▁tom ▁l an j ut ▁b er b ic ar a .
▁she ▁was ▁educated ▁by ▁her ▁grandfather .	▁di a ▁did id ik ▁o le h ▁k ake kn ya .
▁thanks ▁for ▁the ▁suggestion .	▁ter ima ▁k as i h ▁at as ▁s ar an n ya .
▁tom ▁won ' t ▁be ▁mad ▁at ▁us .	▁tom ▁tid ak ▁a k an ▁mar a h ▁ke p ad a ▁kit a
▁tom ▁sang .	▁tom ▁bern y any i .
▁your ▁settings ▁have ▁been ▁saved .	▁pen g at ur an ▁and a ▁te l a h ▁dis imp an .
▁i ▁thank ▁you .	▁a k u ▁b er ter ima ▁k as i h .
▁it ' s ▁unclear ▁if ▁they ▁love ▁each ▁other ▁or ▁not .	▁bel um ▁j el as ▁ap aka h ▁mere ka ▁sal ing ▁men c in t ai .
▁i ▁kept ▁a ▁diary ▁when ▁i ▁was ▁younger .	▁say a ▁men ul is ▁diary ▁sa at ▁say a ▁m as i h ▁m ud a .
▁i ' ve ▁never ▁been ▁to ▁paris .	▁a k u ▁bel um ▁per na h ▁per g i ▁ke ▁paris .
▁this ▁desk ▁is ▁too ▁small ▁for ▁tom .	▁me j a ▁in i ▁ter l al u ▁ke cil ▁unt uk ▁tom .
▁are ▁your ▁weapons ▁ready ?	▁ap aka h ▁sen j ata ▁k al ian ▁si ap ?
▁tom ▁doesn ' t ▁know ▁where ▁his ▁socks ▁are .	▁tom ▁tid ak ▁ta h u ▁di ▁man a ▁k a us ▁k ak in ya .
▁this ▁is ▁not ▁enough .	▁in i ▁tid ak ▁cu k up .
▁his ▁car ▁ran ▁into ▁a ▁tree .	▁mo b il n ya ▁men ab ra k ▁po h on .
▁i ' m ▁extremely ▁grateful ▁to ▁you .	▁say a ▁ben ar - b en ar ▁sang at ▁b er ter ima ▁k as i h
▁hand ▁me ▁that ▁mike .	▁b er ik an ▁mi kn ya ▁p ad ak u .
▁tom ▁speaks ▁very ▁fast .	▁tom ▁b er b ic ar a ▁den gan ▁sang at ▁c ep at .
▁i ▁want ▁to ▁go ▁with ▁you .	▁a k u ▁in g in ▁per g i ▁b ers am am u .
▁i ' ve ▁read ▁their ▁comments .	▁a k u ▁su da h ▁me mb ac a ▁k om ent ar ▁mere ka .
▁my ▁father ▁recently ▁quit ▁smoking .	▁a ya h ▁say a ▁bar u ▁sa j a ▁b er hent i ▁m ero kok .
▁where ▁did ▁you ▁stay ?	▁di ▁man a ▁and a ▁men g in ap ?
▁i ▁don ' t ▁know ▁what ▁love ▁is .	▁a k u ▁tid ak ▁ta h u ▁ap a ▁it u ▁c in ta .
▁tom ' s ▁hands ▁are ▁dirty .	▁t ang an ▁tom ▁k ot or .
▁where ▁did ▁you ▁take ▁your ▁glasses ▁off ?	▁di ▁man a ▁k am u ▁me le p as ▁k ac am at am u ?
▁don ' t ▁leave ▁the ▁bicycle ▁out ▁in ▁the ▁rain .	▁j ang an ▁t ing g al k an ▁se p ed a ▁di ▁b awa h ▁h u j an .
▁she ▁is ▁playing ▁with ▁a ▁doll .	▁di a ▁b erm ain ▁den gan ▁bone ka .
▁my ▁hobby ▁is ▁playing ▁the ▁guitar .	▁ho bi k u ▁b erm ain ▁g it ar .
▁tom ▁borrowed ▁a ▁book ▁from ▁mary .	▁tom ▁me min jam ▁bu k u ▁d ar i ▁mary .
▁why ▁did ▁you ▁buy ▁the ▁flowers ?	▁ken ap a ▁k am u ▁bel i ▁b ung a - b ung a ▁it u ?
▁what ▁time ▁did ▁you ▁arrive ▁there ?	▁and a ▁t ib a ▁di ▁san a ▁p ad a ▁pu k ul ▁b er ap a ?
▁please ▁sit ▁down .	▁sil ak an ▁d u du k .
▁i ▁gave ▁tom ▁a ▁hug .	▁a k u ▁me m el uk ▁tom .
▁there ' s ▁been ▁a ▁really ▁big ▁mistake .	▁te l a h ▁ter j ad i ▁se bu a h ▁k es al a han ▁y ang ▁sang at ▁bes ar .
▁i ' m ▁extremely ▁tired .	▁a k u ▁ben ar - b en ar ▁cap ek .
▁we ▁tried .	▁k ami ▁su da h ▁men co ba .
▁each ▁box ▁contains ▁about ▁thirty ▁oranges .	▁set i ap ▁k ot ak ▁b er is i ▁se k it ar ▁tig a ▁p ul u h ▁j er uk .
▁she ▁divorced ▁her ▁husband .	▁di a ▁b erc era i ▁d ar i ▁su am in ya .
▁can ▁i ▁go ▁hiking ▁next ▁sunday ?	▁b is aka h ▁say a ▁per g i ▁hiking ▁ha ri ▁ming g u ▁dep an ?
▁leave ▁me ▁alone .	▁t ing g al k an ▁a k u ▁send i ri .
▁tom ▁looks ▁pale .	▁tom ▁ter l i hat ▁pu c at .
▁the ▁bird ▁is ▁in ▁its ▁nest .	▁bur ung ▁it u ▁ad a ▁di ▁s ar ang n ya .
▁dogs ▁bark .	▁an j ing ▁men gg ong g ong .
▁tom ▁was ▁dissat isfied ▁with ▁the ▁service ▁at ▁the ▁hotel ▁where ▁he ▁stayed .	▁tom ▁tid ak ▁pu as ▁den gan ▁p el ay an an ▁hotel ▁temp at ▁di a ▁men g in ap .
▁would ▁you ▁like ▁to ▁dance ?	▁ma uk a h ▁k a u ▁b er d ans a ?
▁do ▁you ▁know ▁anyone ▁who ▁teaches ▁french ?	▁ap aka h ▁k am u ▁ken al ▁s ese or ang ▁y ang ▁men g a j ar ▁ba ha s a ▁pr anc is ?
▁where ▁did ▁you ▁buy ▁that ▁bag ?	▁t as ▁it u ▁k am u ▁bel i ▁di ▁man a ?
▁i ▁like ▁this ▁store .	▁a k u ▁su ka ▁to ko ▁in i .
▁i ▁can ' t ▁take ▁tom ' s ▁money .	▁a k u ▁tid ak ▁b isa ▁men er ima ▁ u ang ▁tom .
▁the ▁dog ▁has ▁a ▁very ▁keen ▁sense ▁of ▁smell .	▁an j ing ▁me m ili k i ▁day a ▁pen ci um an ▁y ang ▁sang at ▁ta jam .
▁that ' s ▁not ▁an ▁answer .	▁it u ▁bu k an ▁su at u ▁j aw ab an .
▁tom ▁is ▁taller ▁than ▁me .	▁tom ▁le bi h ▁t ing g i ▁d ar ip ad a ▁a k u .
▁i ▁want ▁to ▁buy ▁them ▁all .	▁say a ▁in g in ▁me mb el i ▁se m u any a .
▁i ' m ▁going ▁to ▁go ▁make ▁dinner .	▁a k u ▁a k an ▁me mb u at ▁m ak an ▁mal am .
▁i ' m ▁older ▁than ▁any ▁other ▁student ▁in ▁my ▁class .	▁a k u ▁le bi h ▁t u a ▁d ar i ▁mur id - m ur id ▁l ain ▁di ▁ke l ask u .
▁tom ▁saw ▁a ▁boy ▁waiting ▁at ▁the ▁bus ▁stop .	▁tom ▁me l i hat ▁se or ang ▁an ak ▁la k i - l ak i ▁men un gg u ▁di ▁ha l te .
▁this ▁is ▁my ▁wife .	▁in i ▁is t ri ▁say a .
▁tom , ▁mary , ▁john ▁and ▁alice ▁are ▁all ▁in ▁the ▁same ▁class .	▁tom , ▁mary , ▁john , ▁dan ▁alice ▁ad a ▁di ▁ke l as ▁y ang ▁s ama .
▁this ▁room ▁is ▁large ▁enough .	▁r u ang an ▁in i ▁cu k up ▁l u as .
▁i ▁saw ▁her ▁sweep ▁the ▁room .	▁say a ▁te l a h ▁me l i hat n ya ▁men y ap u ▁k am ar .
▁tom ▁lost ▁his ▁new ▁watch .	▁tom ▁ke h il ang an ▁jam ▁t ang an ▁bar un ya .
▁i ' m ▁almost ▁done .	▁a k u ▁hamp ir ▁se les ai .
▁i ▁get ▁it .	▁a k u ▁men g ert i .
▁it ▁looks ▁like ▁you ▁were ▁right .	▁ke l i hat an n ya ▁k am u ▁ben ar .
▁this ▁is ▁a ▁pen .	▁in i ▁p ul pen .
▁tom ▁and ▁mary ▁adopted ▁a ▁child .	▁tom ▁dan ▁mary ▁men g ad op s i ▁se or ang ▁an ak .
▁no ▁one ▁was ▁more ▁surprised ▁than ▁tom .	▁tid ak ▁ad a ▁se or ang p un ▁y ang ▁le bi h ▁ter ke j ut ▁d ar i ▁tom .
▁please ▁give ▁me ▁a ▁sheet ▁of ▁paper .	▁to l ong ▁b er ik an ▁se le mb ar ▁k ert as .
▁the ▁gate ▁is ▁closed ▁at ▁eight .	▁ger b ang n ya ▁d it ut up ▁jam ▁del apan .
▁i ▁guess ▁the ▁laundry ▁isn ' t ▁getting ▁done ▁tonight .	▁se p ert in ya , ▁c uc ian n ya ▁t ak ▁a k an ▁se les ai ▁mal am ▁in i
▁they ▁are ▁all ▁the ▁same .	▁se m u any a ▁s ama .
▁" have ▁you ▁seen ▁my ▁cell ▁phone ?" ▁" it ' s ▁on ▁the ▁table ."	▁" ap aka h ▁k a u ▁me l i hat ▁p on sel k u ?" ▁" ad a ▁di ▁me j a ."
▁tom ▁didn ' t ▁want ▁to ▁come ▁here , ▁but ▁he ▁came ▁anyway .	▁tom ▁k at any a ▁tid ak ▁in g in ▁d at ang , ▁t et ap i ▁di a ▁d at ang ▁j ug a .
▁nikita ▁khrushchev ▁was ▁at ▁the ▁height ▁of ▁his ▁powers .	▁nikita ▁khrushchev ▁ad a ▁di ▁pun c ak ▁ke k u at an n ya .
▁tom ▁killed ▁himself .	▁tom ▁b un u h ▁di ri .
▁no ▁one ▁could ▁see ▁it .	▁tid ak ▁ad a ▁y ang ▁b isa ▁me l i hat n ya .
▁i ▁used ▁to ▁dream ▁about ▁being ▁a ▁millionaire .	▁a k u ▁d ul u ▁b erm imp i ▁in g in ▁men j ad i ▁j ut aw an .
▁tom ▁is ▁extremely ▁trust worthy .	▁tom ▁sang at ▁d ap at ▁di per c ay a .
▁i ▁was ▁born ▁in ▁a ▁refugee ▁camp .	▁say a ▁la h ir ▁di ▁k amp ▁pen g ung s i .
▁they ▁grind ▁wheat ▁into ▁flour .	▁mere ka ▁men gg iling ▁g and um ▁men j ad i ▁te p ung .
▁the ▁fridge ▁is ▁open .	▁k ul k as n ya ▁ter b uk a .
▁i ▁can ' t ▁give ▁it ▁to ▁you .	▁a k u ▁tid ak ▁b isa ▁member ik an n ya ▁ke p ad am u .
▁tom ▁was ▁wearing ▁white ▁socks .	▁tom ▁me m ak ai ▁k a us ▁k ak i ▁put i h .
▁tom ▁showed ▁me ▁his ▁photograph ▁album .	▁tom ▁men un j uk k ank u ▁album ▁f ot ony a .
▁i ▁was ▁a ▁prison ▁warden ▁for ▁ten ▁years .	▁a k u ▁su da h ▁men j ad i ▁sip ir ▁pen j ar a ▁se l ama ▁se p ul u h ▁ta h un .
▁tom ▁says ▁you ' re ▁a ▁genius .	▁tom ▁b il ang ▁k am u ▁j en ius .
▁please ▁don ' t ▁die .	▁to l ong ▁j ang an ▁mat i !
▁it ▁seems ▁well ▁written .	▁in i ▁ke l i hat an ▁d it ul is ▁den gan ▁rap i .
▁how ▁many ▁times ▁a ▁day ▁do ▁you ▁look ▁at ▁yourself ▁in ▁the ▁mirror ?	▁b er ap a ▁k al i ▁se ha ri ▁k am u ▁b er cer min ?
▁it ▁rained ▁the ▁whole ▁day .	▁h u j an ▁se p an j ang ▁ha ri .
▁you ▁are ▁always ▁complaining ▁about ▁your ▁husband .	▁k am u ▁se l al u ▁men ge l u h k an ▁su am im u .
▁i ▁like ▁tomatoes .	▁a k u ▁su ka ▁tom at .
▁you ' re ▁in ▁better ▁shape ▁than ▁i ▁am .	▁and a ▁b er ad a ▁d al am ▁k ond is i ▁y ang ▁le bi h ▁baik ▁d ar ip ad a ▁a k u .
▁where ▁is ▁the ▁nearest ▁hospital ?	▁di ▁man a ▁r um a h ▁sa k it ▁ter de k at ?
▁i ▁thought ▁tom ▁and ▁mary ▁were ▁happy .	▁a k u ▁k ir a ▁tom ▁dan ▁mary ▁ba ha gia .
▁i ' m ▁going ▁there ▁now .	▁say a ▁ke ▁san a ▁se k ar ang .
▁is ▁this ▁some ▁kind ▁of ▁practical ▁joke ?	▁ap a ▁in i ▁l el uc on ?
▁we ▁have ▁to ▁keep ▁working .	▁kit a ▁har us ▁t et ap ▁be ker j a .
▁i ▁told ▁tom ▁i ▁didn ' t ▁want ▁his ▁help .	▁say a ▁b er ita h u ▁tom ▁ba h w a ▁say a ▁tid ak ▁but u h ▁per t ol ong an n ya .
▁i ▁don ' t ▁like ▁sand .	▁a k u ▁tid ak ▁su ka ▁p as ir .
▁this ▁is ▁my ▁younger ▁sister .	▁in i ▁ad ik ▁pe re mp u ank u .
▁i ▁saw ▁a ▁deer .	▁a k u ▁me l i hat ▁seek or ▁r us a .
